user_id,user_risk_score,user_region,strategy_id,outcome
U00618,0.01,east,S0040,1
U04774,0.96,west,S0025,0
U00867,0.72,south,S0040,0
U01521,0.38,north,S0095,1
U00651,0.59,south,S0013,0
U04058,0.76,east,S0031,0
U00502,0.55,north,S0053,1
U04441,0.46,north,S0005,1
U02633,0.77,west,S0031,1
U03378,0.49,west,S0063,0
U04347,0.36,overseas,S0091,1
U00515,0.67,north,S0028,1
U03654,0.3,north,S0104,1
U04961,0.72,east,S0025,1
U03936,0.49,west,S0053,1
U01398,0.14,west,S0021,0
U03304,0.67,west,S0065,1
U00201,0.94,west,S0090,0
U00115,0.65,south,S0052,1
U00135,0.44,east,S0072,1
U02487,0.96,east,S0029,0
U04089,0.68,south,S0004,1
U00869,0.13,west,S0050,1
U04049,0.82,north,S0091,0
U02545,0.83,north,S0030,1
U03059,0.96,east,S0029,1
U03663,0.47,east,S0021,0
U03901,0.87,central,S0040,1
U01042,0.93,central,S0095,0
U04993,0.33,west,S0082,1
U00784,0.44,east,S0072,1
U02180,0.16,south,S0058,0
U02981,0.72,south,S0016,1
U03954,0.64,east,S0021,0
U04394,0.32,south,S0039,0
U02422,0.92,south,S0030,1
U03081,0.65,north,S0054,1
U00208,0.26,west,S0110,0
U01210,0.51,south,S0021,1
U02241,0.46,central,S0011,0
U02645,0.74,east,S0025,1
U03073,0.59,overseas,S0052,1
U00283,0.8,central,S0030,1
U01081,0.68,south,S0074,1
U01926,0.14,east,S0107,1
U00570,0.56,central,S0026,0
U04491,0.94,west,S0023,1
U00463,0.87,north,S0040,1
U00348,0.3,south,S0009,1
U02646,0.59,west,S0059,1
U03400,0.41,central,S0055,0
U00059,0.42,east,S0011,1
U01248,0.67,overseas,S0018,0
U04186,0.65,central,S0053,1
U02133,0.6,west,S0079,0
U04193,0.76,north,S0019,0
U01685,0.23,overseas,S0094,0
U02486,0.42,overseas,S0057,1
U00196,0.46,south,S0094,0
U03184,0.84,west,S0021,0
U03934,0.49,overseas,S0096,1
U00879,0.96,central,S0016,0
U00001,0.51,central,S0087,1
U01764,0.99,overseas,S0045,0
U00184,0.01,north,S0097,1
U01677,0.25,overseas,S0071,1
U00923,0.09,central,S0058,1
U04614,0.62,south,S0066,0
U00245,0.17,west,S0081,1
U00361,0.99,east,S0040,0
U02190,0.11,south,S0109,0
U00362,0.95,west,S0040,0
U01897,0.92,east,S0031,1
U03871,0.51,east,S0035,1
U02841,0.57,east,S0023,0
U01210,0.93,west,S0026,1
U03537,0.1,south,S0103,1
U03693,0.96,south,S0062,0
U01189,0.56,overseas,S0077,1
U01687,0.82,west,S0073,0
U04257,0.0,central,S0051,0
U02744,0.5,east,S0026,0
U03218,0.14,west,S0047,1
U03717,0.28,south,S0073,0
U04057,0.03,east,S0106,1
U01715,0.43,south,S0042,1
U01697,0.31,north,S0109,0
U03457,0.9,north,S0023,1
U03072,0.17,central,S0040,1
U04026,0.85,east,S0040,0
U03144,0.93,west,S0031,0
U04017,0.81,west,S0019,1
U04455,0.1,overseas,S0047,1
U02764,0.39,north,S0116,0
U03697,0.16,north,S0078,0
U00232,0.83,central,S0023,0
U03180,0.86,overseas,S0031,1
U04234,0.67,east,S0083,1
U02715,0.61,north,S0072,1
U03173,0.94,south,S0016,1
U01831,0.6,west,S0069,0
U00952,0.06,overseas,S0039,1
U03589,0.64,west,S0074,0
U03018,0.73,west,S0026,0
U03460,0.03,overseas,S0106,1
U01993,0.96,north,S0019,0
U01610,0.7,east,S0031,1
U01520,0.43,north,S0050,1
U03201,0.02,north,S0098,1
U00073,0.64,east,S0111,0
U01546,0.84,south,S0026,0
U04436,0.72,overseas,S0030,1
U00558,0.7,north,S0016,0
U03388,0.81,south,S0067,1
U03538,0.13,west,S0104,1
U04968,0.77,south,S0030,0
U01289,0.21,west,S0068,1
U03419,0.03,south,S0043,1
U03222,0.26,east,S0115,1
U02525,0.84,west,S0040,0
U04590,0.88,overseas,S0021,1
U00746,0.99,central,S0037,1
U02198,0.96,central,S0025,0
U02656,0.87,east,S0093,0
U04241,0.78,central,S0037,1
U01141,0.91,south,S0025,0
U04530,0.64,central,S0008,0
U02388,0.76,overseas,S0052,0
U04072,0.52,overseas,S0077,1
U02797,0.24,east,S0105,0
U03221,0.08,east,S0030,0
U04511,0.48,central,S0018,1
U03504,0.85,north,S0026,1
U01145,0.14,north,S0085,1
U04494,0.44,north,S0108,1
U04642,0.04,central,S0059,1
U01889,0.24,east,S0023,0
U01243,0.23,south,S0105,1
U00143,0.73,overseas,S0023,0
U01021,0.34,south,S0120,1
U01422,0.78,north,S0023,1
U04913,0.83,south,S0019,1
U03639,0.62,west,S0105,1
U02226,0.27,west,S0074,1
U00170,0.58,west,S0024,1
U00634,0.91,west,S0026,1
U02575,0.48,overseas,S0055,1
U03848,0.91,central,S0040,1
U00180,0.5,west,S0068,0
U03475,0.1,south,S0097,1
U01381,0.23,central,S0093,0
U03125,0.63,north,S0011,1
U04529,0.03,east,S0099,1
U03571,0.37,south,S0091,1
U01900,0.89,central,S0040,1
U04489,0.53,south,S0053,0
U00632,0.04,south,S0110,1
U03023,0.75,south,S0016,1
U01408,0.85,north,S0016,1
U01369,0.06,south,S0119,0
U04702,0.84,west,S0019,0
U01328,0.93,north,S0089,1
U03775,0.55,west,S0026,0
U03823,0.98,east,S0031,0
U03320,0.86,west,S0029,1
U00299,0.24,east,S0048,1
U03379,0.49,north,S0053,0
U01766,0.59,south,S0038,0
U01146,0.79,south,S0022,0
U02072,0.54,west,S0054,1
U03407,0.77,south,S0047,0
U00436,0.67,overseas,S0085,0
U02907,0.87,north,S0071,1
U02716,0.37,south,S0087,1
U04601,0.01,south,S0064,1
U03305,0.58,east,S0019,1
U04236,0.67,west,S0033,1
U04490,0.87,north,S0090,0
U03096,0.61,overseas,S0018,1
U01609,0.15,west,S0083,1
U01090,0.23,west,S0050,1
U04655,0.37,north,S0011,0
U02176,0.94,south,S0021,0
U04043,0.27,east,S0064,0
U02115,0.56,overseas,S0061,0
U04832,0.48,central,S0096,1
U00183,0.48,central,S0066,1
U04848,0.66,north,S0116,1
U01794,0.77,south,S0075,0
U03381,0.83,east,S0022,1
U03942,0.9,east,S0044,0
U03541,0.19,north,S0104,1
U01931,0.7,west,S0026,0
U01927,0.24,south,S0119,1
U03088,0.73,north,S0016,1
U03511,0.43,overseas,S0004,1
U01455,0.12,east,S0063,0
U00717,0.36,east,S0118,1
U00324,0.95,south,S0026,0
U04018,0.24,central,S0045,0
U02331,0.18,east,S0113,1
U04969,0.11,west,S0011,0
U03707,0.55,east,S0026,0
U01927,0.95,overseas,S0022,0
U01272,0.02,north,S0109,1
U00602,0.13,east,S0111,1
U01005,0.9,overseas,S0031,1
U01719,0.9,east,S0022,1
U00401,0.34,east,S0112,1
U03257,0.96,west,S0025,0
U03460,0.99,central,S0052,1
U01345,0.82,west,S0062,1
U01150,0.24,east,S0012,1
U00076,0.91,central,S0016,1
U04105,0.06,overseas,S0073,1
U03201,1.0,central,S0053,0
U00323,0.62,central,S0070,1
U02725,0.24,north,S0107,0
U04987,0.68,central,S0057,1
U00318,0.9,central,S0023,1
U01878,0.38,west,S0081,1
U00624,0.78,central,S0042,0
U02509,0.9,west,S0094,0
U04525,0.05,south,S0025,1
U02692,0.26,north,S0046,1
U02012,0.71,south,S0057,1
U02395,0.82,west,S0021,1
U02366,0.56,central,S0005,0
U00995,0.7,south,S0058,0
U00929,0.8,central,S0030,1
U01001,0.58,north,S0046,1
U03178,0.86,east,S0031,0
U00708,0.75,east,S0040,0
U03922,0.93,east,S0026,0
U03543,0.2,west,S0093,1
U03961,0.92,north,S0095,0
U04050,0.54,east,S0013,0
U00299,0.4,east,S0104,1
U03405,0.7,east,S0086,1
U00787,0.57,north,S0031,0
U04519,0.8,central,S0061,1
U04400,0.79,north,S0023,0
U01122,0.94,south,S0026,0
U04350,0.55,overseas,S0042,1
U02336,0.61,south,S0119,0
U00821,0.43,east,S0101,0
U01497,0.57,north,S0058,1
U04508,0.97,north,S0076,0
U04474,0.22,east,S0106,0
U00334,0.66,north,S0018,0
U01122,0.38,central,S0111,1
U02959,0.43,south,S0036,0
U02029,0.07,overseas,S0007,0
U00138,0.62,south,S0073,1
U03342,0.21,east,S0093,1
U01949,0.08,overseas,S0114,1
U01116,0.58,central,S0056,0
U01022,0.78,central,S0019,1
U01567,0.91,central,S0037,0
U02039,0.02,south,S0045,0
U01090,0.78,north,S0037,1
U00908,0.7,north,S0069,1
U01010,0.8,west,S0030,0
U03633,0.96,south,S0025,1
U01989,0.68,west,S0041,1
U01300,0.36,north,S0074,1
U03387,0.11,east,S0108,0
U03877,0.86,central,S0023,0
U03682,0.35,west,S0018,1
U01807,0.44,south,S0025,1
U04520,0.68,north,S0064,0
U00810,0.26,east,S0042,1
U00878,0.11,south,S0076,0
U04706,0.86,south,S0030,1
U00161,0.61,central,S0022,1
U01585,0.29,overseas,S0057,0
U02228,0.59,overseas,S0119,0
U02924,0.19,south,S0021,1
U02754,0.63,central,S0055,1
U04608,0.03,central,S0015,1
U00360,0.16,overseas,S0116,1
U01112,0.09,east,S0097,1
U04813,0.7,overseas,S0029,0
U00766,0.47,north,S0057,0
U04399,0.98,south,S0040,1
U01369,0.91,north,S0072,0
U01773,0.97,north,S0031,1
U04716,0.17,east,S0029,1
U01346,0.04,overseas,S0098,1
U01286,0.02,south,S0094,1
U02417,0.6,south,S0003,1
U01673,0.63,east,S0108,1
U00519,0.75,west,S0025,1
U01435,0.97,north,S0021,1
U01260,0.53,overseas,S0098,0
U04547,0.86,central,S0078,0
U03712,0.4,central,S0054,0
U03481,0.33,west,S0097,1
U00165,0.12,central,S0086,0
U00945,0.74,north,S0040,0
U00928,0.52,overseas,S0009,1
U01473,0.47,south,S0044,0
U04972,0.42,central,S0022,0
U00767,0.13,south,S0043,1
U01682,0.32,overseas,S0074,1
U03624,0.29,central,S0101,1
U02264,0.8,north,S0016,0
U00199,0.92,north,S0040,0
U04800,0.28,west,S0007,1
U04416,0.72,overseas,S0031,1
U01227,0.79,overseas,S0030,0
U02394,0.03,south,S0077,1
U02353,0.67,north,S0059,0
U00348,0.54,central,S0002,1
U00401,0.1,south,S0102,1
U04227,0.06,west,S0096,1
U02208,0.7,east,S0024,1
U01395,0.81,north,S0016,0
U00435,0.47,central,S0116,0
U02909,0.71,central,S0030,1
U00529,0.32,north,S0017,0
U01018,0.97,overseas,S0037,0
U01454,0.54,south,S0025,0
U01538,0.42,east,S0045,1
U03278,0.79,south,S0037,0
U02520,0.45,south,S0089,0
U04329,0.43,east,S0043,0
U02389,0.89,south,S0025,0
U00347,0.32,overseas,S0062,1
U01532,0.38,overseas,S0086,1
U02521,0.48,east,S0034,0
U00185,0.92,east,S0040,0
U01462,0.78,overseas,S0110,0
U00505,0.8,east,S0016,0
U02387,0.37,south,S0023,1
U04311,0.13,overseas,S0095,0
U00838,0.28,west,S0088,1
U04969,0.77,north,S0022,0
U01104,0.5,south,S0067,0
U00630,0.98,central,S0029,0
U02683,0.73,central,S0076,0
U04297,0.7,south,S0042,0
U00241,0.5,west,S0049,0
U04292,0.77,west,S0037,0
U02162,0.95,central,S0040,0
U00026,0.9,west,S0025,1
U00475,0.24,north,S0037,1
U04418,0.09,central,S0082,1
U03337,0.33,south,S0039,0
U01212,0.18,east,S0085,1
U00299,0.96,east,S0030,1
U00352,0.89,east,S0026,1
U00380,0.43,overseas,S0042,0
U01581,0.72,south,S0026,0
U00725,0.93,west,S0029,1
U01744,0.07,south,S0102,1
U03521,0.46,central,S0072,1
U04599,0.74,south,S0097,0
U00331,0.12,central,S0114,0
U01590,0.47,overseas,S0114,1
U00378,0.26,central,S0044,1
U03036,0.61,central,S0113,0
U04625,0.42,east,S0052,0
U03712,0.87,south,S0031,0
U03447,0.87,west,S0059,0
U04954,0.92,overseas,S0029,1
U04278,0.21,east,S0117,1
U02707,0.49,central,S0117,0
U01593,0.97,north,S0022,1
U01158,0.83,central,S0016,1
U00189,0.84,west,S0029,0
U00251,0.75,south,S0040,1
U04971,0.27,central,S0016,0
U04262,0.36,north,S0059,0
U02824,0.97,north,S0117,0
U02797,0.32,south,S0103,1
U01202,0.48,central,S0065,1
U00597,0.76,central,S0026,1
U01194,0.94,east,S0019,1
U01574,0.82,south,S0023,0
U02228,0.71,north,S0051,0
U01833,0.27,central,S0106,0
U03190,0.02,west,S0085,1
U01584,0.8,north,S0019,1
U00459,0.78,east,S0019,0
U02633,0.16,south,S0034,1
U04772,0.89,overseas,S0040,1
U02293,0.36,west,S0099,1
U00477,0.83,south,S0026,0
U04885,0.01,north,S0072,0
U03885,0.98,south,S0031,1
U02159,0.37,overseas,S0085,0
U01626,0.09,south,S0021,1
U01403,0.37,west,S0115,0
U03804,0.34,south,S0046,1
U00004,0.47,west,S0073,0
U02604,0.2,central,S0025,1
U01788,0.67,central,S0057,0
U01382,0.8,south,S0059,0
U00775,0.49,north,S0054,0
U00833,0.56,south,S0112,0
U01396,0.72,south,S0029,0
U04826,0.45,overseas,S0074,0
U03440,0.22,overseas,S0079,1
U03490,0.77,central,S0019,0
U01452,0.7,west,S0055,0
U03684,0.71,overseas,S0040,0
U03300,1.0,west,S0016,1
U04068,0.16,south,S0001,1
U00019,0.44,overseas,S0092,1
U02862,0.45,west,S0024,1
U02745,0.53,north,S0026,0
U00597,0.63,south,S0077,1
U04652,0.54,central,S0116,0
U02200,0.25,central,S0115,0
U01298,0.37,east,S0079,0
U01883,0.86,overseas,S0040,1
U02391,0.79,central,S0040,0
U04535,0.89,east,S0037,0
U03751,0.93,north,S0029,1
U01467,0.22,west,S0093,1
U01530,0.25,east,S0085,0
U00521,0.9,west,S0030,0
U04440,0.25,west,S0090,0
U01061,0.57,west,S0083,0
U04360,0.56,west,S0016,1
U02207,0.9,east,S0026,1
U02719,0.87,north,S0021,1
U04439,0.3,east,S0092,0
U03221,0.52,south,S0080,1
U02021,0.74,central,S0023,0
U01821,0.76,central,S0062,0
U02136,0.27,east,S0102,0
U03960,0.38,west,S0117,1
U04827,0.28,east,S0104,1
U04133,0.28,east,S0112,1
U03165,0.87,north,S0029,0
U02354,0.77,south,S0031,1
U04197,0.72,north,S0079,0
U00385,0.33,east,S0098,0
U00705,0.76,east,S0023,1
U02677,0.76,south,S0025,0
U01757,0.84,central,S0026,1
U02600,0.38,east,S0010,0
U00894,0.31,north,S0103,1
U03137,0.98,north,S0030,1
U00493,0.95,west,S0025,1
U04213,0.66,east,S0009,0
U04567,0.94,west,S0025,0
U04781,0.64,west,S0018,1
U01373,0.28,central,S0098,1
U02782,0.83,east,S0025,0
U02360,0.05,central,S0006,0
U03508,0.71,north,S0043,1
U02514,0.47,overseas,S0085,0
U01075,0.95,north,S0025,1
U00046,0.54,central,S0068,0
U01493,0.79,east,S0074,0
U03161,0.7,west,S0055,1
U03614,0.79,west,S0016,1
U04222,0.91,east,S0019,0
U01417,0.94,north,S0022,0
U01035,0.06,overseas,S0100,1
U00484,0.4,north,S0107,1
U01312,0.22,east,S0091,0
U03310,0.43,west,S0052,0
U03933,0.48,east,S0018,0
U03105,0.23,north,S0120,1
U03716,0.6,south,S0026,1
U01489,0.99,overseas,S0019,1
U01762,0.31,overseas,S0117,1
U01525,0.98,east,S0021,0
U04644,0.76,west,S0047,0
U02679,0.88,overseas,S0030,0
U01938,0.8,east,S0022,0
U04426,0.22,east,S0088,1
U03794,0.96,south,S0026,1
U00161,0.48,east,S0032,0
U00955,0.18,central,S0092,1
U03606,0.02,south,S0079,1
U04318,0.92,south,S0025,1
U04574,0.86,south,S0037,0
U00808,0.15,overseas,S0044,1
U01420,0.02,central,S0110,1
U04145,0.83,overseas,S0040,0
U03050,0.81,south,S0026,0
U00332,0.11,east,S0105,1
U04692,0.87,north,S0025,0
U01336,0.96,central,S0046,1
U01223,0.75,overseas,S0063,0
U00758,0.54,overseas,S0113,1
U01609,0.87,west,S0037,0
U00762,0.73,west,S0021,0
U00947,0.05,overseas,S0030,1
U01144,0.24,overseas,S0048,1
U03299,0.37,north,S0083,1
U02810,0.98,west,S0053,0
U01754,0.23,west,S0094,1
U01466,0.66,east,S0087,1
U02311,0.04,north,S0066,1
U01152,0.96,central,S0021,1
U02349,0.41,central,S0064,0
U02867,0.95,north,S0041,0
U01759,0.87,east,S0040,0
U00140,0.77,west,S0023,1
U02942,0.56,west,S0049,1
U00222,0.03,overseas,S0042,1
U03948,0.83,east,S0029,1
U04054,0.07,central,S0086,1
U04840,0.09,south,S0034,0
U00877,0.48,south,S0081,1
U02339,0.02,north,S0066,0
U04624,0.89,east,S0023,0
U03039,0.6,east,S0068,0
U02017,0.34,south,S0057,1
U00023,0.22,north,S0073,1
U01698,0.36,west,S0087,1
U02263,0.73,south,S0016,0
U04235,0.29,east,S0090,1
U00887,0.91,west,S0030,1
U03711,0.02,overseas,S0086,0
U02358,0.56,east,S0013,0
U01434,0.08,north,S0092,1
U04327,0.83,overseas,S0023,1
U01676,0.0,south,S0013,0
U01283,0.98,west,S0068,0
U03579,0.72,central,S0022,0
U03892,0.02,east,S0108,1
U02707,0.71,north,S0016,1
U03979,0.74,east,S0040,0
U04797,0.31,central,S0117,0
U02209,0.49,overseas,S0085,1
U01411,0.24,central,S0118,1
U04899,0.98,west,S0030,0
U01833,0.76,central,S0019,0
U03132,0.92,north,S0026,0
U01217,0.11,north,S0117,1
U01912,0.93,west,S0040,0
U04223,0.88,central,S0019,0
U03655,0.72,east,S0026,0
U01144,0.19,central,S0115,0
U00866,0.02,south,S0042,1
U02126,0.37,central,S0006,1
U04683,0.55,central,S0010,0
U00685,0.99,overseas,S0073,0
U02374,0.85,north,S0106,0
U02492,0.45,north,S0023,0
U01910,0.53,central,S0041,0
U00506,0.78,north,S0025,1
U00768,0.75,south,S0019,1
U03304,0.26,north,S0033,0
U04837,0.07,overseas,S0113,1
U03213,0.7,west,S0004,1
U04824,0.61,east,S0086,0
U03470,0.17,west,S0016,1
U02328,0.94,central,S0025,0
U02901,0.37,central,S0066,1
U00371,0.98,overseas,S0031,1
U04480,0.11,central,S0098,1
U02560,0.18,south,S0087,1
U01310,0.81,south,S0067,0
U04479,0.2,central,S0015,1
U03278,0.55,central,S0068,1
U02118,0.45,central,S0037,1
U00181,0.72,east,S0019,0
U02034,0.63,central,S0011,0
U01676,0.73,south,S0026,0
U02800,0.1,east,S0113,1
U02724,0.91,south,S0023,0
U04060,0.05,north,S0083,0
U02369,0.32,west,S0085,1
U03967,0.98,north,S0021,0
U04871,0.63,overseas,S0075,0
U00024,0.84,central,S0023,1
U02219,0.65,north,S0101,0
U03232,0.98,central,S0037,0
U02040,0.87,overseas,S0029,1
U04152,0.49,north,S0078,1
U02569,0.71,north,S0040,0
U01480,0.27,west,S0016,0
U03126,0.71,north,S0019,1
U00507,0.24,central,S0054,1
U02037,0.61,south,S0078,1
U03051,0.51,north,S0079,0
U04690,0.44,central,S0097,1
U02403,1.0,overseas,S0076,0
U03534,0.42,west,S0041,0
U02546,0.66,west,S0102,0
U00240,0.63,east,S0095,1
U04149,0.71,south,S0025,1
U03314,0.93,overseas,S0026,1
U02370,0.16,east,S0063,1
U00440,0.37,west,S0092,1
U01247,0.39,west,S0111,1
U03883,0.44,east,S0025,1
U00648,0.28,north,S0113,0
U02058,0.56,west,S0081,0
U04398,0.19,central,S0031,0
U04578,0.35,south,S0103,1
U00112,0.78,south,S0107,0
U01345,0.83,south,S0021,1
U04332,0.29,west,S0108,1
U04823,0.96,central,S0030,1
U01383,0.48,central,S0049,1
U04567,0.77,east,S0064,0
U02199,0.27,west,S0104,1
U03828,0.44,south,S0085,1
U01586,0.29,west,S0115,1
U04025,0.89,north,S0026,0
U01990,0.89,overseas,S0029,1
U01570,0.87,west,S0019,0
U02897,0.9,north,S0045,0
U03171,0.95,east,S0037,1
U03168,0.94,south,S0030,0
U01187,0.36,east,S0060,1
U00851,0.61,west,S0033,1
U00549,0.8,south,S0023,0
U02945,0.17,central,S0115,0
U00541,0.59,west,S0036,1
U02626,0.24,south,S0113,1
U02093,0.92,central,S0026,0
U04323,0.45,overseas,S0020,0
U02577,0.61,west,S0069,0
U02080,0.41,north,S0119,0
U03124,0.75,south,S0076,0
U04853,0.56,south,S0007,1
U00924,0.9,west,S0021,0
U04642,0.07,central,S0037,1
U01738,0.05,north,S0095,1
U00018,0.28,west,S0105,1
U00245,0.59,overseas,S0111,0
U00997,0.03,east,S0105,0
U02366,0.29,central,S0101,1
U00697,0.63,west,S0076,0
U01598,0.52,central,S0047,1
U01627,1.0,west,S0066,0
U00029,0.64,east,S0118,0
U00611,0.67,north,S0025,0
U00754,0.36,west,S0020,0
U00740,0.97,south,S0081,0
U04438,0.52,central,S0080,1
U04283,0.81,central,S0026,1
U01658,0.06,central,S0077,1
U01306,0.54,north,S0035,0
U04551,0.59,north,S0032,0
U00596,0.51,central,S0024,0
U00636,0.67,north,S0016,1
U00713,0.35,east,S0114,1
U01531,0.49,north,S0001,0
U04683,0.44,north,S0104,1
U02576,0.74,west,S0040,1
U01131,0.52,south,S0087,0
U04518,0.04,overseas,S0089,1
U01451,0.24,west,S0118,1
U00438,0.96,east,S0025,1
U01081,0.22,overseas,S0112,0
U00372,0.63,south,S0077,1
U03008,0.4,central,S0084,1
U03272,0.28,east,S0084,1
U01731,0.78,west,S0113,0
U04588,0.97,east,S0019,1
U04233,0.28,overseas,S0086,1
U03439,0.38,central,S0024,1
U00540,0.14,central,S0044,1
U04706,0.4,south,S0047,0
U00706,0.53,overseas,S0104,1
U03610,0.23,south,S0110,1
U03525,0.6,north,S0097,0
U00710,0.87,east,S0025,0
U01860,0.74,central,S0026,0
U04695,0.34,east,S0097,1
U03869,0.82,overseas,S0031,0
U04217,0.99,south,S0075,1
U00580,0.13,south,S0116,1
U03304,0.07,west,S0014,0
U02949,0.56,south,S0050,1
U00496,0.48,central,S0028,0
U04820,0.7,east,S0115,0
U04483,0.45,south,S0060,1
U01130,0.5,north,S0029,0
U00411,0.53,east,S0064,0
U01307,0.07,north,S0115,0
U02659,0.2,overseas,S0082,1
U04916,0.09,north,S0030,0
U03178,0.39,north,S0099,0
U03647,0.72,overseas,S0037,1
U03039,0.79,east,S0019,0
U00006,0.9,south,S0025,0
U04636,0.69,north,S0067,0
U00416,0.04,south,S0012,0
U02843,0.9,overseas,S0029,0
U02784,0.11,west,S0109,0
U01058,0.57,east,S0038,0
U00230,0.9,north,S0026,1
U01772,0.93,north,S0031,1
U02273,0.68,south,S0033,0
U02329,0.22,overseas,S0047,0
U02760,0.88,south,S0103,0
U01996,0.91,east,S0025,1
U00273,0.39,central,S0001,0
U03259,0.68,central,S0075,1
U03599,0.41,overseas,S0111,0
U01027,0.99,overseas,S0023,1
U03072,0.71,west,S0026,0
U01288,0.4,south,S0041,1
U01741,0.79,south,S0052,0
U03764,0.46,north,S0037,0
U01225,0.09,east,S0005,1
U00262,0.59,west,S0083,0
U00047,0.99,central,S0073,0
U00115,0.36,north,S0109,1
U01115,0.7,overseas,S0070,1
U04609,0.69,west,S0077,0
U00719,0.29,west,S0106,1
U01969,0.64,south,S0090,0
U02898,0.42,west,S0082,0
U01033,0.18,north,S0051,1
U04512,0.08,overseas,S0007,0
U04981,0.75,east,S0074,0
U04279,0.55,north,S0037,1
U00872,0.85,south,S0025,0
U00669,0.96,central,S0040,0
U01372,0.73,central,S0040,1
U02783,0.84,overseas,S0022,1
U03076,0.75,central,S0021,0
U02262,0.66,north,S0033,1
U03906,0.02,central,S0099,1
U01874,0.38,north,S0098,1
U02284,0.92,overseas,S0048,1
U02949,0.61,overseas,S0049,0
U00107,0.25,north,S0090,1
U01075,0.18,east,S0009,0
U00846,0.29,north,S0009,1
U03424,0.41,east,S0041,0
U00471,0.64,south,S0109,0
U02916,0.58,central,S0009,0
U00188,1.0,north,S0037,0
U00607,0.51,central,S0051,0
U04350,0.38,north,S0115,0
U00548,0.82,south,S0022,0
U03439,0.55,east,S0024,0
U03422,0.97,west,S0083,0
U03228,0.73,central,S0064,0
U02484,0.63,east,S0043,1
U03535,0.46,east,S0013,0
U04650,0.4,overseas,S0051,1
U01061,0.82,west,S0048,1
U01204,0.31,overseas,S0102,0
U04545,0.78,south,S0030,0
U00322,0.55,central,S0120,1
U03339,0.1,east,S0006,0
U04677,0.78,south,S0022,0
U02308,0.99,south,S0044,0
U01933,0.1,south,S0003,0
U01974,0.28,east,S0074,1
U00230,0.62,east,S0105,0
U04618,0.85,west,S0040,0
U02198,0.98,overseas,S0022,1
U01966,0.57,east,S0079,0
U03132,0.72,south,S0049,1
U02812,0.01,overseas,S0037,1
U02510,0.64,south,S0119,1
U03041,0.52,west,S0056,1
U02263,0.15,overseas,S0088,1
U03153,0.33,north,S0017,0
U04781,0.32,south,S0008,1
U02595,0.76,north,S0026,1
U03752,0.38,overseas,S0002,1
U01000,0.56,east,S0090,0
U00651,0.56,north,S0116,1
U01282,0.33,overseas,S0092,1
U04141,0.78,overseas,S0037,0
U00922,0.59,south,S0082,0
U03367,0.96,south,S0029,1
U01082,0.52,east,S0013,0
U00914,0.02,north,S0023,0
U03599,0.72,east,S0030,0
U00374,0.37,west,S0012,0
U00539,0.5,overseas,S0093,1
U00217,0.77,central,S0019,0
U01783,0.86,overseas,S0029,0
U00288,0.08,central,S0090,1
U03202,0.29,central,S0077,0
U03971,0.8,overseas,S0031,1
U01747,0.74,south,S0029,1
U01558,0.88,south,S0025,0
U01820,0.77,south,S0019,1
U00285,0.43,north,S0030,1
U01536,0.55,north,S0091,0
U01638,0.43,west,S0066,1
U04536,0.39,overseas,S0092,0
U04039,0.95,west,S0057,0
U02116,0.84,east,S0023,1
U01719,0.99,overseas,S0090,0
U04165,0.04,central,S0090,1
U04638,0.33,overseas,S0052,1
U02898,0.51,central,S0102,1
U00404,0.77,overseas,S0029,0
U02005,0.26,central,S0106,1
U04029,0.33,north,S0101,1
U04579,0.93,overseas,S0021,1
U00588,0.15,west,S0073,0
U03272,0.33,west,S0065,1
U02268,0.71,east,S0019,0
U00552,0.53,overseas,S0045,0
U02804,0.48,central,S0086,0
U03080,0.46,east,S0032,1
U01515,0.32,south,S0091,1
U01297,0.72,overseas,S0021,0
U00736,0.03,south,S0108,0
U03306,0.57,west,S0037,0
U03888,0.07,west,S0015,1
U04932,0.76,west,S0037,0
U03772,0.91,central,S0029,0
U03444,0.65,south,S0117,0
U02530,0.24,overseas,S0062,1
U00253,0.9,central,S0021,1
U01186,0.05,north,S0082,0
U03984,0.78,east,S0029,0
U02328,0.61,north,S0076,1
U02509,0.6,west,S0020,0
U04859,0.49,north,S0013,1
U02848,0.7,east,S0083,1
U02002,0.61,west,S0078,0
U02232,0.58,west,S0008,0
U04633,0.74,overseas,S0025,1
U03039,0.62,south,S0048,1
U01320,0.6,west,S0046,0
U02376,0.89,central,S0062,0
U02857,0.82,west,S0025,0
U02394,0.79,east,S0023,0
U03241,0.58,south,S0096,0
U02118,0.18,south,S0098,0
U02162,0.3,overseas,S0051,1
U00392,0.55,south,S0031,0
U01791,0.9,central,S0030,0
U02209,0.06,north,S0037,1
U00502,0.73,west,S0029,1
U04249,0.49,overseas,S0104,1
U04798,0.31,north,S0083,1
U04643,0.49,north,S0080,1
U00448,0.74,overseas,S0047,1
U00941,0.35,east,S0023,1
U04874,0.5,east,S0031,0
U04550,0.99,north,S0080,1
U00564,0.14,east,S0101,1
U01813,0.09,central,S0084,0
U02430,0.76,west,S0037,0
U00275,0.76,west,S0023,1
U00883,0.09,west,S0067,1
U03247,0.86,north,S0037,1
U01154,0.48,central,S0090,0
U00735,0.99,west,S0045,0
U01543,0.79,east,S0022,0
U03004,0.75,central,S0023,1
U02772,0.3,overseas,S0011,1
U01094,0.45,south,S0042,1
U03288,0.43,south,S0095,1
