user_id,event_sequence,country,device_type,membership,rage_clicks_5m,policy_views_5m,cart_additions_5m,active_session_duration,total_events,churned
user_227,"[""view_returns"", ""check_policy"", ""check_policy"", ""wishlist_add"", ""search"", ""purchase"", ""purchase"", ""search"", ""rage_click"", ""purchase"", ""wishlist_add"", ""view_item"", ""view_item"", ""begin_checkout"", ""remove_from_cart"", ""search"", ""view_item"", ""add_to_cart""]",FR,mobile,enterprise,1,0,1,414.84235659018447,34,1
user_228,"[""view_returns"", ""wishlist_add"", ""purchase"", ""search"", ""begin_checkout"", ""page_view"", ""view_returns"", ""add_to_cart"", ""purchase"", ""add_to_cart"", ""check_policy""]",BR,mobile,enterprise,1,1,2,323.50291055093095,11,0
user_229,"[""check_policy"", ""wishlist_add"", ""rage_click"", ""begin_checkout"", ""view_returns"", ""contact_support"", ""contact_support"", ""view_returns"", ""page_view"", ""wishlist_add"", ""begin_checkout"", ""add_to_cart"", ""page_view"", ""remove_from_cart"", ""view_returns"", ""add_to_cart"", ""contact_support""]",CN,tablet,free,0,0,0,247.51269696813833,35,0
user_230,"[""search"", ""rage_click"", ""contact_support"", ""begin_checkout"", ""check_policy"", ""search""]",BR,mobile,enterprise,1,0,1,161.78036075561326,60,0
user_231,"[""view_item"", ""rage_click"", ""rage_click"", ""remove_from_cart"", ""remove_from_cart"", ""purchase"", ""contact_support"", ""contact_support"", ""contact_support"", ""purchase"", ""wishlist_add"", ""page_view"", ""rage_click"", ""view_item"", ""begin_checkout""]",US,mobile,premium,0,1,3,333.6050301436729,78,0
user_232,"[""remove_from_cart"", ""search"", ""add_to_cart"", ""check_policy"", ""purchase"", ""view_returns"", ""add_to_cart"", ""begin_checkout"", ""contact_support"", ""remove_from_cart"", ""remove_from_cart"", ""remove_from_cart"", ""contact_support""]",UK,mobile,premium,1,0,2,156.90911504009742,71,1
user_233,"[""purchase"", ""add_to_cart"", ""contact_support"", ""begin_checkout"", ""purchase"", ""begin_checkout"", ""purchase"", ""view_returns"", ""check_policy"", ""begin_checkout"", ""contact_support"", ""purchase""]",JP,tablet,enterprise,0,0,3,238.28846433090965,81,1
user_234,"[""remove_from_cart"", ""wishlist_add"", ""rage_click"", ""remove_from_cart"", ""page_view"", ""check_policy"", ""check_policy"", ""remove_from_cart"", ""add_to_cart"", ""view_returns"", ""begin_checkout"", ""contact_support"", ""check_policy"", ""remove_from_cart"", ""remove_from_cart"", ""view_returns"", ""view_returns"", ""view_item""]",FR,mobile,enterprise,0,1,4,267.33440024180595,82,0
user_235,"[""view_item"", ""add_to_cart"", ""wishlist_add"", ""wishlist_add"", ""add_to_cart"", ""page_view"", ""add_to_cart"", ""purchase"", ""view_returns"", ""wishlist_add"", ""contact_support"", ""purchase"", ""begin_checkout"", ""remove_from_cart"", ""add_to_cart"", ""remove_from_cart"", ""check_policy"", ""page_view""]",UK,mobile,enterprise,0,1,2,93.32829173850347,48,0
user_236,"[""page_view"", ""view_item"", ""remove_from_cart"", ""page_view"", ""search"", ""wishlist_add"", ""search"", ""search"", ""rage_click"", ""wishlist_add"", ""purchase""]",DE,mobile,enterprise,0,0,2,124.53487405242731,93,1
user_237,"[""page_view"", ""page_view"", ""purchase"", ""remove_from_cart"", ""remove_from_cart"", ""search"", ""purchase"", ""wishlist_add"", ""search"", ""check_policy"", ""rage_click"", ""contact_support"", ""begin_checkout"", ""rage_click"", ""remove_from_cart"", ""contact_support"", ""view_item""]",UK,tablet,premium,0,0,4,5.464485944104956,20,1
user_238,"[""search"", ""page_view"", ""purchase"", ""purchase"", ""page_view"", ""search"", ""add_to_cart""]",CN,desktop,free,1,0,0,573.4853587093623,73,1
user_239,"[""add_to_cart"", ""contact_support"", ""add_to_cart"", ""contact_support"", ""add_to_cart"", ""begin_checkout"", ""begin_checkout"", ""remove_from_cart"", ""page_view""]",CN,desktop,premium,0,2,0,423.15539260193873,95,0
user_240,"[""contact_support"", ""begin_checkout"", ""remove_from_cart"", ""purchase"", ""contact_support"", ""remove_from_cart"", ""check_policy"", ""check_policy"", ""view_item""]",US,desktop,enterprise,0,0,3,60.82969939127105,89,0
user_241,"[""page_view"", ""view_returns"", ""rage_click"", ""remove_from_cart"", ""purchase"", ""rage_click"", ""purchase""]",IN,desktop,enterprise,1,1,1,134.84788169197668,51,1
user_242,"[""wishlist_add"", ""wishlist_add"", ""wishlist_add"", ""rage_click"", ""remove_from_cart"", ""view_returns"", ""rage_click"", ""remove_from_cart"", ""begin_checkout"", ""view_returns"", ""wishlist_add"", ""contact_support"", ""purchase"", ""wishlist_add"", ""check_policy"", ""add_to_cart"", ""check_policy"", ""wishlist_add""]",UK,mobile,premium,0,0,3,163.97184414218458,19,1
user_243,"[""view_returns"", ""contact_support"", ""purchase"", ""contact_support"", ""rage_click"", ""purchase"", ""wishlist_add"", ""rage_click"", ""remove_from_cart"", ""view_returns"", ""search"", ""remove_from_cart"", ""view_item"", ""contact_support"", ""search"", ""rage_click"", ""begin_checkout"", ""remove_from_cart""]",BR,tablet,premium,1,0,2,122.11031302995868,98,0
user_244,"[""page_view"", ""search"", ""check_policy"", ""purchase"", ""view_item"", ""view_returns""]",UK,mobile,enterprise,1,0,1,480.20709524379,28,0
user_245,"[""remove_from_cart"", ""view_returns"", ""check_policy"", ""begin_checkout"", ""contact_support"", ""contact_support"", ""wishlist_add"", ""view_returns"", ""rage_click"", ""begin_checkout"", ""contact_support"", ""begin_checkout"", ""view_item"", ""begin_checkout"", ""add_to_cart""]",CN,tablet,premium,0,1,1,387.7545579408672,13,0
user_246,"[""contact_support"", ""begin_checkout"", ""view_returns"", ""page_view"", ""add_to_cart"", ""add_to_cart"", ""rage_click"", ""begin_checkout"", ""wishlist_add"", ""rage_click"", ""rage_click""]",IN,mobile,enterprise,0,0,1,437.2194908431799,92,1
user_247,"[""view_item"", ""begin_checkout"", ""remove_from_cart"", ""contact_support"", ""rage_click""]",DE,desktop,premium,0,1,1,703.4288109537007,12,1
user_248,"[""purchase"", ""check_policy"", ""page_view"", ""page_view"", ""view_returns"", ""view_item"", ""wishlist_add"", ""contact_support"", ""search"", ""rage_click"", ""check_policy""]",DE,desktop,enterprise,0,0,4,271.2725258977068,90,1
user_249,"[""page_view"", ""page_view"", ""view_item"", ""purchase"", ""purchase"", ""view_item"", ""page_view"", ""contact_support"", ""begin_checkout"", ""begin_checkout""]",JP,tablet,premium,1,1,1,285.99094218012885,23,0
user_250,"[""purchase"", ""rage_click"", ""view_item"", ""contact_support"", ""view_item"", ""add_to_cart""]",BR,mobile,enterprise,0,0,7,383.9691641041612,19,0
user_251,"[""check_policy"", ""purchase"", ""wishlist_add"", ""view_returns"", ""view_returns"", ""purchase"", ""wishlist_add"", ""search"", ""contact_support"", ""add_to_cart"", ""add_to_cart"", ""page_view"", ""check_policy"", ""begin_checkout"", ""remove_from_cart"", ""contact_support"", ""remove_from_cart""]",BR,desktop,free,0,0,4,342.9880736948453,15,1
user_252,"[""remove_from_cart"", ""purchase"", ""view_returns"", ""view_returns"", ""begin_checkout"", ""purchase"", ""remove_from_cart"", ""wishlist_add"", ""search"", ""rage_click"", ""view_returns"", ""contact_support"", ""wishlist_add"", ""contact_support"", ""page_view"", ""view_item"", ""rage_click"", ""view_returns""]",DE,tablet,free,1,0,0,611.6350625730033,40,0
user_253,"[""add_to_cart"", ""view_returns"", ""wishlist_add"", ""page_view"", ""contact_support"", ""remove_from_cart"", ""add_to_cart"", ""purchase"", ""check_policy"", ""remove_from_cart"", ""check_policy"", ""rage_click"", ""search"", ""view_item"", ""search"", ""add_to_cart"", ""begin_checkout"", ""add_to_cart""]",UK,mobile,premium,0,0,1,441.16143183989027,40,0
user_254,"[""view_returns"", ""wishlist_add"", ""contact_support"", ""view_returns"", ""view_returns"", ""wishlist_add"", ""wishlist_add"", ""rage_click"", ""remove_from_cart"", ""begin_checkout"", ""begin_checkout"", ""view_returns"", ""check_policy"", ""rage_click"", ""view_returns""]",US,tablet,free,0,0,1,38.50639873438635,57,0
user_255,"[""contact_support"", ""wishlist_add"", ""remove_from_cart"", ""purchase"", ""wishlist_add"", ""view_item""]",DE,mobile,enterprise,1,0,1,790.8247126355724,18,1
user_256,"[""add_to_cart"", ""add_to_cart"", ""search"", ""view_item"", ""search"", ""view_returns"", ""purchase"", ""page_view"", ""wishlist_add"", ""page_view"", ""check_policy""]",BR,mobile,premium,0,0,0,344.75003183514985,85,0
user_257,"[""begin_checkout"", ""wishlist_add"", ""search"", ""begin_checkout"", ""remove_from_cart"", ""purchase"", ""purchase"", ""add_to_cart"", ""rage_click"", ""wishlist_add"", ""search"", ""check_policy""]",BR,mobile,premium,1,0,2,40.79606746639892,35,0
user_258,"[""check_policy"", ""begin_checkout"", ""begin_checkout"", ""view_item"", ""remove_from_cart""]",CN,tablet,enterprise,0,1,4,443.4883387301029,11,0
user_259,"[""purchase"", ""contact_support"", ""search"", ""check_policy"", ""search"", ""begin_checkout"", ""rage_click"", ""add_to_cart"", ""page_view"", ""remove_from_cart"", ""rage_click"", ""remove_from_cart"", ""view_item"", ""contact_support"", ""begin_checkout"", ""add_to_cart""]",CN,tablet,enterprise,0,0,1,133.1429254547378,13,0
user_260,"[""wishlist_add"", ""rage_click"", ""remove_from_cart"", ""purchase"", ""view_item"", ""purchase"", ""add_to_cart"", ""wishlist_add"", ""wishlist_add"", ""rage_click"", ""search"", ""view_item"", ""wishlist_add"", ""wishlist_add"", ""rage_click"", ""begin_checkout"", ""view_returns""]",JP,mobile,enterprise,0,1,1,491.93498127537293,15,0
user_261,"[""purchase"", ""add_to_cart"", ""wishlist_add"", ""wishlist_add"", ""contact_support"", ""begin_checkout""]",IN,desktop,premium,0,0,0,933.0464039209604,39,0
user_262,"[""view_returns"", ""contact_support"", ""page_view"", ""begin_checkout"", ""add_to_cart"", ""remove_from_cart"", ""view_item"", ""rage_click"", ""add_to_cart"", ""view_item"", ""contact_support"", ""search"", ""rage_click"", ""check_policy"", ""purchase"", ""page_view""]",JP,mobile,enterprise,0,0,2,88.40879822126,64,1
user_263,"[""wishlist_add"", ""search"", ""search"", ""add_to_cart"", ""page_view"", ""remove_from_cart"", ""view_item"", ""view_item"", ""add_to_cart""]",UK,tablet,free,0,0,2,584.3367708084872,37,0
user_264,"[""view_returns"", ""wishlist_add"", ""check_policy"", ""purchase"", ""rage_click"", ""remove_from_cart"", ""wishlist_add"", ""page_view"", ""view_returns"", ""check_policy"", ""check_policy"", ""add_to_cart""]",DE,mobile,premium,0,0,1,445.5843961906373,70,0
user_265,"[""contact_support"", ""rage_click"", ""purchase"", ""begin_checkout"", ""add_to_cart"", ""rage_click"", ""begin_checkout"", ""begin_checkout""]",DE,tablet,enterprise,0,2,0,333.67790786702074,86,1
user_266,"[""remove_from_cart"", ""remove_from_cart"", ""wishlist_add"", ""page_view"", ""check_policy"", ""rage_click"", ""add_to_cart"", ""wishlist_add"", ""view_item"", ""add_to_cart"", ""page_view"", ""purchase"", ""search"", ""search"", ""check_policy"", ""search"", ""search"", ""view_item""]",JP,mobile,premium,1,1,1,145.80114710543089,64,0
user_267,"[""purchase"", ""remove_from_cart"", ""begin_checkout"", ""view_returns"", ""add_to_cart"", ""add_to_cart"", ""search"", ""remove_from_cart"", ""page_view"", ""rage_click"", ""view_returns"", ""view_returns""]",DE,mobile,free,0,0,0,34.9136637961468,45,0
user_268,"[""contact_support"", ""purchase"", ""check_policy"", ""purchase"", ""rage_click"", ""add_to_cart"", ""add_to_cart"", ""add_to_cart"", ""contact_support"", ""add_to_cart"", ""rage_click"", ""wishlist_add"", ""remove_from_cart"", ""check_policy"", ""rage_click"", ""search"", ""wishlist_add"", ""check_policy""]",UK,desktop,free,0,0,4,198.43457627864265,83,0
user_269,"[""wishlist_add"", ""add_to_cart"", ""remove_from_cart"", ""view_returns"", ""purchase"", ""begin_checkout"", ""remove_from_cart"", ""view_returns"", ""page_view"", ""rage_click"", ""page_view"", ""view_returns"", ""remove_from_cart""]",US,desktop,enterprise,0,0,1,33.50300279308271,83,1
user_270,"[""search"", ""begin_checkout"", ""add_to_cart"", ""rage_click"", ""search"", ""rage_click"", ""remove_from_cart"", ""search"", ""remove_from_cart"", ""wishlist_add"", ""view_returns"", ""view_item"", ""rage_click""]",IN,tablet,premium,1,0,2,208.03250330298448,14,1
user_271,"[""purchase"", ""rage_click"", ""view_returns"", ""check_policy"", ""page_view"", ""wishlist_add"", ""add_to_cart"", ""search"", ""view_item"", ""begin_checkout"", ""begin_checkout"", ""begin_checkout"", ""remove_from_cart"", ""begin_checkout"", ""add_to_cart"", ""wishlist_add"", ""page_view""]",CN,mobile,enterprise,1,1,2,514.928711670577,38,0
user_272,"[""rage_click"", ""rage_click"", ""remove_from_cart"", ""add_to_cart"", ""page_view"", ""view_item"", ""view_returns"", ""page_view"", ""view_returns""]",UK,tablet,premium,1,0,1,1814.4910392495292,21,0
user_273,"[""check_policy"", ""view_returns"", ""wishlist_add"", ""purchase"", ""wishlist_add"", ""rage_click"", ""add_to_cart"", ""contact_support"", ""remove_from_cart"", ""purchase"", ""view_returns"", ""begin_checkout"", ""add_to_cart"", ""purchase"", ""remove_from_cart"", ""rage_click"", ""add_to_cart""]",DE,mobile,enterprise,0,0,1,66.19726001564275,31,1
user_274,"[""check_policy"", ""check_policy"", ""wishlist_add"", ""wishlist_add"", ""remove_from_cart"", ""purchase"", ""wishlist_add"", ""add_to_cart""]",UK,mobile,enterprise,0,0,1,69.90439913050616,68,0
user_275,"[""wishlist_add"", ""view_item"", ""view_returns"", ""view_item"", ""search"", ""check_policy"", ""rage_click"", ""page_view"", ""view_returns"", ""check_policy""]",CN,mobile,premium,0,1,3,499.6173488804955,48,1
user_276,"[""purchase"", ""purchase"", ""rage_click"", ""view_item"", ""page_view"", ""wishlist_add"", ""purchase"", ""contact_support"", ""search"", ""view_returns""]",FR,desktop,premium,0,0,4,189.93110474267948,11,0
user_277,"[""wishlist_add"", ""contact_support"", ""page_view"", ""rage_click"", ""page_view"", ""add_to_cart"", ""view_returns""]",BR,tablet,free,0,1,0,742.3844831776021,23,0
user_278,"[""add_to_cart"", ""remove_from_cart"", ""view_returns"", ""page_view"", ""purchase"", ""page_view"", ""page_view"", ""view_returns"", ""search"", ""remove_from_cart"", ""wishlist_add"", ""page_view"", ""contact_support"", ""check_policy"", ""begin_checkout"", ""begin_checkout"", ""page_view"", ""contact_support""]",CN,mobile,free,1,0,0,439.596384319732,19,0
user_279,"[""purchase"", ""rage_click"", ""rage_click"", ""view_returns"", ""begin_checkout"", ""page_view"", ""rage_click"", ""page_view"", ""view_returns"", ""begin_checkout"", ""add_to_cart"", ""search"", ""check_policy"", ""check_policy"", ""rage_click""]",BR,mobile,premium,0,0,5,400.0283432769748,57,0
user_280,"[""search"", ""add_to_cart"", ""search"", ""page_view"", ""view_returns"", ""wishlist_add"", ""add_to_cart"", ""wishlist_add"", ""view_returns"", ""view_returns"", ""begin_checkout""]",CN,tablet,free,0,0,0,32.26009878786573,73,0
user_281,"[""wishlist_add"", ""page_view"", ""contact_support"", ""check_policy"", ""wishlist_add"", ""contact_support"", ""begin_checkout"", ""view_returns"", ""rage_click"", ""search"", ""check_policy"", ""check_policy"", ""page_view"", ""remove_from_cart"", ""view_item"", ""view_item"", ""view_item""]",FR,tablet,free,1,0,4,10.96047327969303,12,0
user_282,"[""page_view"", ""remove_from_cart"", ""view_item"", ""begin_checkout"", ""add_to_cart"", ""wishlist_add"", ""view_returns"", ""remove_from_cart""]",DE,mobile,premium,0,0,0,114.27396513479121,81,0
user_283,"[""page_view"", ""wishlist_add"", ""contact_support"", ""add_to_cart"", ""rage_click""]",DE,desktop,premium,0,0,3,73.50111118412472,69,0
user_284,"[""view_item"", ""rage_click"", ""contact_support"", ""view_item"", ""add_to_cart"", ""search"", ""contact_support"", ""view_item"", ""add_to_cart"", ""purchase"", ""rage_click""]",IN,desktop,premium,1,0,0,373.7603684979241,90,0
user_285,"[""check_policy"", ""wishlist_add"", ""add_to_cart"", ""remove_from_cart"", ""purchase"", ""search"", ""begin_checkout"", ""view_item"", ""purchase"", ""add_to_cart"", ""view_returns"", ""view_item"", ""page_view""]",US,mobile,enterprise,0,0,2,179.7515805968066,77,0
user_286,"[""wishlist_add"", ""add_to_cart"", ""search"", ""page_view"", ""check_policy"", ""contact_support"", ""begin_checkout"", ""begin_checkout"", ""page_view"", ""rage_click"", ""check_policy"", ""view_returns"", ""rage_click""]",CN,desktop,premium,0,0,4,222.1637100709963,30,1
user_287,"[""wishlist_add"", ""begin_checkout"", ""purchase"", ""search"", ""view_item"", ""remove_from_cart"", ""add_to_cart"", ""check_policy"", ""rage_click"", ""begin_checkout""]",UK,tablet,premium,0,0,1,504.18590796635425,28,1
user_288,"[""contact_support"", ""wishlist_add"", ""wishlist_add"", ""view_item"", ""add_to_cart"", ""add_to_cart"", ""wishlist_add"", ""wishlist_add"", ""rage_click"", ""check_policy""]",US,desktop,premium,0,1,1,195.31649462417136,88,0
user_289,"[""search"", ""contact_support"", ""search"", ""rage_click"", ""purchase"", ""remove_from_cart"", ""wishlist_add"", ""page_view"", ""view_returns"", ""check_policy"", ""view_item"", ""view_returns""]",DE,tablet,free,0,0,0,236.18878225349386,29,0
user_290,"[""begin_checkout"", ""check_policy"", ""remove_from_cart"", ""begin_checkout"", ""view_returns"", ""page_view"", ""page_view"", ""remove_from_cart"", ""add_to_cart"", ""contact_support"", ""wishlist_add"", ""view_item"", ""wishlist_add"", ""add_to_cart"", ""search"", ""search""]",DE,tablet,premium,0,0,2,554.1567917063076,67,0
user_291,"[""search"", ""page_view"", ""page_view"", ""purchase"", ""begin_checkout"", ""view_returns"", ""view_item"", ""remove_from_cart"", ""view_returns"", ""wishlist_add"", ""purchase"", ""page_view"", ""remove_from_cart"", ""page_view"", ""view_item"", ""begin_checkout"", ""view_returns"", ""view_returns""]",IN,tablet,free,0,0,0,169.33955808217326,51,0
user_292,"[""add_to_cart"", ""search"", ""remove_from_cart"", ""contact_support"", ""search"", ""purchase"", ""search"", ""search"", ""contact_support"", ""add_to_cart"", ""view_item"", ""purchase"", ""search"", ""begin_checkout"", ""contact_support""]",IN,tablet,enterprise,0,0,1,26.035797852523203,19,0
user_293,"[""contact_support"", ""begin_checkout"", ""contact_support"", ""wishlist_add"", ""begin_checkout"", ""add_to_cart"", ""check_policy"", ""purchase"", ""remove_from_cart""]",IN,desktop,premium,0,1,2,221.2584060748125,32,0
user_294,"[""wishlist_add"", ""rage_click"", ""page_view"", ""search"", ""remove_from_cart"", ""page_view""]",JP,tablet,premium,0,1,1,259.79457659564764,97,1
user_295,"[""purchase"", ""remove_from_cart"", ""begin_checkout"", ""begin_checkout"", ""rage_click"", ""page_view"", ""view_item"", ""purchase"", ""begin_checkout"", ""search"", ""check_policy"", ""add_to_cart"", ""add_to_cart"", ""contact_support"", ""view_item"", ""add_to_cart"", ""contact_support""]",US,mobile,free,0,0,1,215.10707255654418,21,0
user_296,"[""begin_checkout"", ""wishlist_add"", ""begin_checkout"", ""wishlist_add"", ""search""]",DE,tablet,enterprise,0,1,1,89.54183185107858,18,0
user_297,"[""remove_from_cart"", ""add_to_cart"", ""page_view"", ""wishlist_add"", ""view_returns"", ""add_to_cart"", ""view_item"", ""search"", ""remove_from_cart"", ""add_to_cart"", ""page_view""]",FR,mobile,premium,2,0,3,75.96103258625803,88,1
user_298,"[""wishlist_add"", ""view_item"", ""view_returns"", ""purchase"", ""rage_click"", ""view_returns"", ""contact_support""]",BR,tablet,enterprise,0,0,1,138.4946469392315,38,0
user_299,"[""begin_checkout"", ""check_policy"", ""begin_checkout"", ""view_returns"", ""wishlist_add"", ""begin_checkout"", ""page_view""]",JP,tablet,enterprise,0,0,0,54.538854309716406,91,0
user_300,"[""remove_from_cart"", ""purchase"", ""add_to_cart"", ""search"", ""begin_checkout"", ""view_item"", ""search"", ""purchase"", ""wishlist_add""]",UK,desktop,premium,0,0,1,329.0055553644374,29,0
user_301,"[""begin_checkout"", ""purchase"", ""search"", ""check_policy"", ""wishlist_add"", ""begin_checkout"", ""page_view"", ""view_returns"", ""remove_from_cart"", ""rage_click""]",BR,tablet,enterprise,1,1,1,286.1003666247453,74,1
user_302,"[""contact_support"", ""wishlist_add"", ""purchase"", ""page_view"", ""add_to_cart"", ""add_to_cart"", ""contact_support"", ""wishlist_add"", ""wishlist_add"", ""remove_from_cart"", ""purchase"", ""check_policy"", ""contact_support"", ""remove_from_cart"", ""purchase"", ""search"", ""page_view"", ""view_returns""]",JP,tablet,enterprise,1,1,0,300.2243885074142,12,0
user_303,"[""search"", ""search"", ""rage_click"", ""add_to_cart"", ""view_item"", ""page_view"", ""add_to_cart"", ""begin_checkout"", ""search"", ""view_item"", ""wishlist_add""]",IN,desktop,premium,2,0,0,76.38929537616126,17,0
user_304,"[""remove_from_cart"", ""check_policy"", ""add_to_cart"", ""rage_click"", ""view_returns"", ""remove_from_cart"", ""page_view""]",CN,desktop,free,0,0,2,84.9194302703659,48,1
user_305,"[""page_view"", ""page_view"", ""view_returns"", ""add_to_cart"", ""purchase""]",CN,mobile,premium,1,0,1,464.4890988732228,73,0
user_306,"[""search"", ""begin_checkout"", ""check_policy"", ""view_item"", ""purchase"", ""purchase"", ""search""]",UK,desktop,enterprise,1,0,1,351.4630809478473,40,1
user_307,"[""purchase"", ""contact_support"", ""contact_support"", ""begin_checkout"", ""wishlist_add"", ""view_item"", ""rage_click""]",FR,mobile,premium,0,0,2,624.2644113231613,81,0
user_308,"[""add_to_cart"", ""view_returns"", ""rage_click"", ""add_to_cart"", ""add_to_cart"", ""view_item"", ""view_returns"", ""contact_support"", ""page_view"", ""view_returns"", ""check_policy"", ""check_policy""]",UK,tablet,free,3,1,3,155.00568691013143,88,1
user_309,"[""page_view"", ""remove_from_cart"", ""rage_click"", ""begin_checkout"", ""page_view"", ""begin_checkout"", ""view_returns""]",US,mobile,enterprise,2,0,1,237.77613199649375,31,1
user_310,"[""begin_checkout"", ""wishlist_add"", ""rage_click"", ""page_view"", ""remove_from_cart"", ""add_to_cart"", ""view_item"", ""view_returns"", ""check_policy"", ""rage_click"", ""view_item"", ""remove_from_cart""]",BR,desktop,enterprise,1,0,2,402.71505982057374,14,0
user_311,"[""purchase"", ""search"", ""add_to_cart"", ""view_returns"", ""add_to_cart"", ""wishlist_add"", ""view_item"", ""add_to_cart"", ""search"", ""purchase"", ""view_item"", ""view_returns"", ""page_view"", ""check_policy"", ""view_item"", ""contact_support"", ""wishlist_add"", ""purchase""]",UK,tablet,free,0,1,0,1096.6910766408675,67,0
user_312,"[""view_item"", ""view_item"", ""contact_support"", ""view_returns"", ""wishlist_add"", ""view_item"", ""check_policy"", ""add_to_cart"", ""view_returns"", ""check_policy"", ""view_returns"", ""check_policy"", ""search"", ""purchase"", ""check_policy"", ""begin_checkout""]",UK,mobile,free,0,1,0,1370.7039265160877,82,1
user_313,"[""page_view"", ""page_view"", ""rage_click"", ""begin_checkout"", ""begin_checkout"", ""add_to_cart"", ""begin_checkout"", ""add_to_cart"", ""rage_click"", ""rage_click"", ""purchase""]",JP,mobile,enterprise,0,0,2,2130.188181099416,88,0
user_314,"[""page_view"", ""check_policy"", ""check_policy"", ""contact_support"", ""contact_support"", ""remove_from_cart"", ""view_returns"", ""purchase"", ""remove_from_cart"", ""remove_from_cart"", ""view_item"", ""view_item"", ""wishlist_add"", ""remove_from_cart"", ""begin_checkout"", ""view_returns"", ""purchase"", ""remove_from_cart"", ""search""]",FR,mobile,free,1,1,0,663.6217840350627,72,0
user_315,"[""view_returns"", ""view_item"", ""wishlist_add"", ""check_policy"", ""view_item"", ""view_item"", ""view_returns"", ""view_item"", ""search"", ""rage_click"", ""wishlist_add""]",UK,tablet,premium,0,1,1,306.2045312355047,70,1
user_316,"[""rage_click"", ""page_view"", ""contact_support"", ""contact_support"", ""view_item""]",US,mobile,free,0,0,2,2.098608412916258,61,0
user_317,"[""purchase"", ""page_view"", ""check_policy"", ""view_returns"", ""view_item"", ""view_returns"", ""rage_click"", ""purchase"", ""begin_checkout"", ""wishlist_add""]",JP,mobile,premium,0,1,0,360.7359511441208,42,0
user_318,"[""wishlist_add"", ""search"", ""rage_click"", ""page_view"", ""search"", ""add_to_cart"", ""rage_click"", ""search"", ""view_item"", ""wishlist_add"", ""remove_from_cart"", ""remove_from_cart"", ""view_item""]",FR,desktop,enterprise,0,0,2,81.7787398627993,31,0
user_319,"[""add_to_cart"", ""add_to_cart"", ""page_view"", ""purchase"", ""view_returns"", ""wishlist_add"", ""add_to_cart"", ""begin_checkout"", ""page_view"", ""contact_support"", ""check_policy"", ""contact_support"", ""page_view"", ""wishlist_add"", ""search"", ""rage_click"", ""view_returns"", ""check_policy"", ""contact_support""]",FR,mobile,enterprise,0,0,1,17.65987879605916,60,0
user_320,"[""check_policy"", ""begin_checkout"", ""begin_checkout"", ""search"", ""begin_checkout"", ""page_view"", ""view_returns"", ""wishlist_add"", ""search"", ""page_view"", ""remove_from_cart"", ""rage_click"", ""rage_click"", ""begin_checkout"", ""remove_from_cart"", ""add_to_cart"", ""add_to_cart"", ""wishlist_add"", ""begin_checkout""]",DE,tablet,enterprise,0,0,2,358.3894005534092,20,0
user_321,"[""page_view"", ""begin_checkout"", ""purchase"", ""check_policy"", ""wishlist_add"", ""rage_click"", ""add_to_cart"", ""view_item"", ""add_to_cart"", ""wishlist_add"", ""rage_click"", ""wishlist_add"", ""check_policy"", ""rage_click""]",CN,desktop,enterprise,2,0,1,423.1895514602206,67,0
user_322,"[""view_item"", ""begin_checkout"", ""remove_from_cart"", ""view_item"", ""rage_click"", ""rage_click"", ""purchase"", ""search"", ""purchase"", ""view_returns"", ""purchase"", ""page_view"", ""remove_from_cart"", ""check_policy"", ""view_item"", ""rage_click"", ""view_returns""]",BR,tablet,enterprise,0,0,0,323.1431268415968,59,1
user_323,"[""check_policy"", ""remove_from_cart"", ""view_item"", ""add_to_cart"", ""wishlist_add"", ""purchase"", ""wishlist_add"", ""wishlist_add"", ""begin_checkout"", ""wishlist_add"", ""view_returns"", ""purchase""]",US,desktop,free,0,1,2,136.31930757881918,79,0
user_324,"[""page_view"", ""remove_from_cart"", ""begin_checkout"", ""wishlist_add"", ""search"", ""add_to_cart"", ""rage_click"", ""page_view"", ""purchase"", ""purchase""]",CN,desktop,free,0,0,1,214.62036697274027,26,0
user_325,"[""begin_checkout"", ""wishlist_add"", ""begin_checkout"", ""contact_support"", ""begin_checkout"", ""purchase"", ""view_returns"", ""view_item"", ""purchase"", ""page_view"", ""remove_from_cart"", ""contact_support"", ""add_to_cart"", ""rage_click""]",JP,mobile,enterprise,1,1,1,819.7687784977691,55,1
user_326,"[""purchase"", ""page_view"", ""wishlist_add"", ""purchase"", ""remove_from_cart"", ""view_returns"", ""search""]",JP,tablet,free,0,2,1,392.36804708524346,53,0
user_327,"[""remove_from_cart"", ""contact_support"", ""wishlist_add"", ""contact_support"", ""purchase"", ""page_view"", ""remove_from_cart"", ""check_policy"", ""wishlist_add"", ""page_view"", ""view_returns"", ""wishlist_add"", ""contact_support""]",US,mobile,free,0,0,1,210.76794230110306,66,0
user_328,"[""search"", ""purchase"", ""begin_checkout"", ""contact_support"", ""search"", ""rage_click"", ""view_item"", ""begin_checkout"", ""purchase"", ""check_policy"", ""begin_checkout"", ""rage_click"", ""page_view"", ""check_policy"", ""contact_support"", ""check_policy""]",FR,desktop,enterprise,1,0,2,270.0138811097453,14,1
user_329,"[""rage_click"", ""wishlist_add"", ""search"", ""begin_checkout"", ""remove_from_cart"", ""check_policy"", ""remove_from_cart"", ""add_to_cart""]",IN,mobile,free,0,1,1,788.0112960094489,48,0
