user_id,event_sequence,label
802,"[6, 8, 6, 6, 3, 3, 24, 24, 24, 4, 8, 4, 4, 23, 24, 8, 6, 6, 6, 6]",0
803,"[8, 23, 3, 23, 8, 3, 3, 3, 23, 4, 6, 4, 3, 4, 4, 3, 4, 2, 6, 23]",0
804,"[4, 6, 24, 24, 24, 8, 24, 23, 2, 24, 6, 23, 4, 8, 3, 3, 4, 23, 3, 4]",0
805,"[2, 3, 5, 14, 11, 3, 5, 12, 2, 18, 11, 11, 2, 18, 13, 5, 2, 18, 12, 13]",1
806,"[11, 11, 13, 14, 3, 11, 12, 12, 3, 11, 2, 12, 12, 3, 3, 14, 3, 14, 11, 3]",1
807,"[4, 6, 8, 3, 8, 6, 6, 2, 6, 6, 3, 2, 6, 2, 23, 3, 6, 3, 24, 4]",0
808,"[14, 2, 2, 11, 12, 13, 12, 3, 13, 2, 2, 2, 5, 11, 11, 2, 14, 11, 3, 2]",1
809,"[2, 24, 23, 4, 3, 3, 3, 6, 23, 8, 2, 2, 2, 24, 6, 3, 23, 8, 4, 3]",0
810,"[8, 2, 6, 24, 3, 6, 23, 6, 4, 3, 23, 3, 6, 3, 4, 6, 2, 6, 24, 2]",0
811,"[3, 18, 13, 2, 13, 2, 2, 2, 14, 14, 3, 12, 13, 13, 3, 12, 11, 2, 11, 11]",1
812,"[2, 23, 24, 8, 2, 23, 6, 23, 23, 2, 23, 2, 8, 3, 24, 3, 4, 2, 8, 2]",0
813,"[8, 24, 2, 2, 3, 24, 24, 23, 6, 24, 2, 3, 3, 23, 8, 23, 6, 6, 24, 23]",0
814,"[6, 23, 4, 4, 8, 2, 8, 6, 2, 4, 8, 6, 24, 2, 2, 6, 6, 3, 4, 6]",0
815,"[4, 23, 3, 6, 3, 23, 23, 8, 23, 23, 24, 6, 23, 6, 24, 23, 4, 2, 23, 8]",0
816,"[4, 24, 2, 3, 2, 23, 23, 4, 6, 2, 4, 3, 24, 24, 24, 6, 3, 24, 24, 23]",0
817,"[13, 14, 5, 11, 14, 18, 14, 11, 2, 14, 5, 14, 18, 13, 12, 2, 2, 18, 12, 13]",1
818,"[4, 23, 3, 24, 4, 3, 3, 3, 8, 24, 2, 24, 4, 6, 24, 3, 2, 8, 23, 8]",0
819,"[23, 8, 2, 24, 23, 23, 3, 3, 3, 24, 8, 6, 23, 6, 2, 23, 23, 3, 2, 23]",0
820,"[4, 23, 2, 23, 4, 6, 24, 2, 8, 3, 23, 23, 3, 2, 2, 4, 23, 8, 24, 8]",0
821,"[11, 11, 14, 3, 11, 5, 11, 13, 14, 3, 11, 18, 18, 2, 18, 3, 18, 12, 11, 11]",1
822,"[23, 6, 6, 24, 23, 2, 23, 2, 6, 8, 24, 24, 2, 24, 3, 2, 4, 23, 4, 4]",0
823,"[5, 2, 12, 3, 11, 18, 14, 2, 13, 18, 11, 11, 11, 14, 13, 13, 3, 13, 12, 3]",1
824,"[8, 23, 2, 23, 8, 6, 4, 2, 6, 8, 8, 3, 24, 23, 3, 2, 24, 6, 6, 24]",0
825,"[3, 23, 23, 2, 6, 2, 23, 24, 4, 3, 2, 24, 24, 3, 2, 4, 2, 6, 24, 3]",0
826,"[13, 14, 5, 18, 5, 5, 2, 14, 3, 12, 14, 3, 11, 11, 5, 13, 13, 3, 12, 3]",1
827,"[4, 24, 24, 24, 6, 6, 2, 2, 24, 24, 2, 4, 6, 23, 8, 3, 8, 4, 4, 24]",0
828,"[11, 5, 5, 12, 11, 5, 18, 2, 11, 5, 11, 13, 5, 11, 18, 12, 11, 14, 11, 12]",1
829,"[23, 4, 23, 2, 23, 24, 24, 8, 4, 3, 23, 23, 8, 3, 24, 4, 6, 2, 8, 6]",0
830,"[2, 2, 8, 2, 6, 23, 6, 4, 23, 6, 8, 4, 4, 2, 4, 23, 4, 23, 2, 3]",0
831,"[8, 24, 6, 4, 24, 23, 4, 6, 23, 4, 24, 23, 6, 24, 3, 23, 8, 2, 6, 6]",0
832,"[4, 8, 8, 4, 3, 8, 2, 4, 23, 6, 23, 3, 3, 6, 3, 8, 6, 3, 6, 4]",0
833,"[6, 4, 3, 6, 3, 24, 6, 3, 23, 24, 8, 6, 8, 2, 8, 24, 23, 6, 24, 6]",0
834,"[2, 2, 4, 2, 24, 23, 23, 3, 2, 2, 8, 24, 23, 2, 23, 24, 24, 24, 6, 2]",0
835,"[2, 4, 3, 6, 2, 3, 6, 6, 6, 4, 6, 8, 8, 23, 6, 8, 3, 3, 23, 23]",0
836,"[13, 11, 18, 14, 5, 13, 3, 11, 11, 18, 12, 18, 3, 18, 2, 11, 5, 11, 5, 14]",1
837,"[5, 2, 3, 5, 13, 18, 13, 2, 12, 13, 18, 2, 2, 14, 2, 12, 18, 14, 3, 2]",1
838,"[4, 24, 4, 3, 2, 2, 3, 23, 2, 6, 4, 24, 8, 24, 6, 23, 2, 4, 4, 2]",0
839,"[8, 23, 6, 4, 4, 23, 4, 6, 23, 3, 8, 24, 3, 24, 4, 24, 4, 4, 4, 4]",0
840,"[4, 24, 2, 4, 3, 6, 8, 23, 23, 23, 23, 4, 8, 23, 4, 24, 6, 6, 24, 23]",0
841,"[5, 3, 11, 13, 14, 3, 14, 2, 2, 13, 11, 5, 5, 12, 3, 11, 2, 5, 2, 12]",1
842,"[12, 18, 3, 12, 2, 3, 14, 2, 14, 11, 14, 2, 11, 2, 3, 14, 5, 18, 5, 2]",1
843,"[8, 2, 24, 24, 3, 2, 8, 3, 8, 6, 6, 23, 24, 23, 23, 6, 6, 8, 6, 6]",0
844,"[24, 24, 24, 3, 24, 3, 6, 4, 23, 6, 3, 6, 6, 23, 3, 23, 3, 24, 4, 2]",0
845,"[3, 2, 2, 6, 4, 3, 24, 2, 23, 3, 2, 2, 8, 24, 6, 4, 3, 23, 23, 24]",0
846,"[8, 23, 6, 3, 23, 6, 2, 24, 4, 2, 3, 24, 6, 23, 8, 2, 6, 8, 24, 6]",0
847,"[5, 2, 13, 2, 18, 11, 12, 12, 13, 2, 11, 2, 14, 18, 14, 11, 2, 14, 12, 12]",1
848,"[24, 23, 2, 6, 4, 23, 6, 8, 24, 24, 23, 3, 3, 4, 8, 23, 24, 4, 3, 8]",0
849,"[6, 8, 8, 4, 8, 8, 6, 23, 3, 8, 6, 23, 2, 2, 24, 8, 6, 2, 4, 23]",0
850,"[24, 24, 4, 8, 24, 24, 23, 6, 2, 2, 6, 2, 23, 23, 24, 2, 24, 8, 8, 8]",0
851,"[13, 3, 11, 14, 2, 12, 5, 13, 11, 11, 13, 5, 12, 11, 2, 11, 3, 11, 12, 18]",1
852,"[23, 2, 8, 3, 2, 3, 6, 6, 8, 23, 23, 24, 23, 8, 24, 6, 24, 3, 3, 8]",0
853,"[2, 8, 8, 8, 23, 4, 6, 4, 6, 24, 24, 23, 6, 4, 4, 3, 4, 24, 23, 2]",0
854,"[23, 8, 8, 4, 3, 2, 3, 4, 6, 23, 4, 4, 6, 2, 8, 3, 23, 6, 3, 8]",0
855,"[8, 4, 24, 2, 23, 2, 4, 4, 24, 4, 8, 8, 3, 23, 3, 6, 6, 4, 23, 4]",0
856,"[6, 4, 24, 2, 23, 3, 24, 23, 23, 24, 2, 24, 2, 2, 3, 23, 24, 8, 8, 24]",0
857,"[4, 6, 4, 24, 6, 6, 23, 4, 4, 2, 2, 24, 23, 4, 24, 6, 6, 4, 4, 24]",0
858,"[5, 11, 14, 13, 14, 11, 11, 12, 3, 2, 5, 18, 12, 11, 5, 13, 2, 5, 14, 14]",1
859,"[3, 23, 2, 4, 6, 2, 2, 6, 4, 6, 6, 8, 2, 2, 4, 24, 4, 8, 23, 2]",0
860,"[11, 13, 5, 14, 18, 11, 13, 12, 14, 18, 11, 3, 3, 12, 11, 13, 2, 13, 14, 14]",1
861,"[23, 24, 23, 24, 23, 3, 2, 6, 3, 23, 24, 3, 3, 24, 2, 4, 23, 2, 4, 8]",0
862,"[3, 4, 24, 6, 23, 4, 6, 6, 2, 23, 8, 4, 6, 8, 8, 3, 23, 23, 23, 24]",0
863,"[2, 18, 14, 14, 5, 5, 14, 18, 13, 11, 13, 18, 2, 14, 18, 11, 3, 11, 18, 18]",1
864,"[3, 2, 8, 3, 8, 3, 2, 24, 3, 23, 24, 4, 4, 6, 24, 24, 24, 6, 24, 4]",0
865,"[23, 6, 23, 6, 24, 3, 23, 24, 24, 4, 2, 8, 4, 2, 24, 3, 2, 8, 4, 24]",0
866,"[24, 6, 6, 4, 4, 8, 24, 6, 23, 2, 3, 4, 23, 3, 6, 2, 3, 6, 24, 24]",0
867,"[6, 8, 6, 2, 24, 3, 3, 2, 3, 23, 23, 3, 2, 6, 8, 2, 3, 3, 8, 23]",0
868,"[11, 5, 2, 13, 11, 18, 11, 5, 3, 14, 12, 14, 3, 11, 11, 18, 11, 3, 18, 3]",1
869,"[8, 4, 8, 2, 8, 24, 24, 6, 24, 24, 3, 8, 2, 4, 8, 4, 6, 3, 23, 2]",0
870,"[8, 2, 6, 24, 3, 6, 23, 4, 23, 24, 24, 6, 4, 3, 8, 6, 2, 24, 24, 6]",0
871,"[3, 2, 8, 6, 23, 24, 3, 8, 6, 3, 4, 4, 4, 3, 6, 24, 23, 24, 23, 3]",0
872,"[3, 3, 5, 3, 5, 18, 5, 18, 18, 12, 12, 2, 13, 3, 13, 5, 2, 12, 5, 5]",1
873,"[24, 24, 8, 2, 23, 6, 8, 6, 3, 2, 6, 4, 2, 8, 24, 24, 3, 8, 6, 3]",0
874,"[12, 3, 2, 13, 3, 11, 3, 2, 12, 2, 2, 2, 2, 13, 12, 14, 3, 11, 11, 5]",1
875,"[6, 23, 23, 6, 2, 4, 8, 3, 4, 4, 3, 8, 23, 4, 2, 3, 2, 3, 3, 23]",0
876,"[4, 6, 2, 2, 23, 2, 24, 8, 23, 3, 24, 24, 3, 8, 6, 4, 23, 3, 24, 8]",0
877,"[4, 23, 24, 6, 2, 6, 4, 8, 2, 6, 3, 8, 4, 4, 4, 23, 6, 24, 6, 6]",0
878,"[24, 24, 3, 8, 4, 23, 23, 3, 24, 23, 23, 2, 4, 23, 24, 2, 23, 6, 4, 24]",0
879,"[11, 13, 3, 2, 18, 11, 12, 13, 2, 11, 5, 11, 18, 3, 18, 11, 14, 5, 2, 5]",1
880,"[4, 8, 24, 23, 8, 4, 3, 8, 8, 2, 2, 6, 8, 8, 24, 6, 2, 3, 4, 2]",0
881,"[11, 3, 13, 2, 18, 2, 3, 18, 13, 14, 5, 18, 2, 12, 14, 11, 5, 13, 5, 2]",1
882,"[6, 2, 2, 4, 23, 4, 24, 2, 24, 4, 23, 24, 6, 2, 24, 24, 2, 24, 24, 3]",0
883,"[18, 12, 13, 11, 18, 12, 3, 12, 3, 2, 3, 3, 3, 13, 14, 18, 18, 2, 14, 12]",1
884,"[24, 4, 23, 3, 3, 4, 6, 3, 6, 3, 24, 4, 23, 3, 24, 24, 3, 2, 23, 6]",0
885,"[14, 11, 2, 5, 11, 13, 12, 2, 3, 2, 11, 13, 11, 13, 18, 12, 5, 3, 14, 3]",1
886,"[6, 24, 4, 6, 23, 6, 4, 23, 2, 4, 3, 6, 8, 3, 8, 8, 4, 8, 4, 3]",0
887,"[4, 3, 23, 6, 2, 4, 2, 4, 2, 8, 3, 2, 3, 8, 6, 4, 6, 4, 4, 6]",0
888,"[14, 12, 5, 5, 2, 2, 14, 14, 12, 12, 2, 14, 11, 14, 14, 5, 2, 5, 3, 13]",1
889,"[12, 14, 3, 3, 12, 13, 5, 18, 2, 18, 12, 14, 3, 11, 3, 12, 18, 18, 5, 12]",1
890,"[4, 24, 3, 2, 6, 2, 24, 6, 3, 6, 23, 23, 24, 24, 3, 3, 4, 2, 2, 24]",0
891,"[6, 24, 3, 4, 23, 4, 4, 4, 3, 23, 24, 8, 4, 2, 3, 4, 8, 23, 3, 24]",0
892,"[23, 23, 23, 6, 24, 8, 3, 8, 24, 2, 4, 23, 3, 8, 8, 3, 3, 4, 6, 8]",0
893,"[18, 14, 11, 14, 3, 12, 12, 2, 3, 3, 5, 3, 18, 12, 13, 18, 13, 3, 2, 18]",1
894,"[23, 2, 3, 8, 3, 2, 8, 23, 4, 4, 8, 23, 4, 24, 6, 3, 6, 8, 6, 3]",0
895,"[2, 24, 8, 3, 6, 8, 4, 23, 23, 8, 24, 23, 8, 3, 8, 3, 6, 8, 3, 6]",0
896,"[24, 3, 23, 4, 24, 3, 24, 24, 6, 2, 23, 24, 24, 8, 3, 6, 8, 24, 24, 24]",0
897,"[2, 2, 6, 2, 2, 6, 3, 4, 8, 23, 8, 8, 4, 8, 4, 2, 23, 3, 4, 6]",0
898,"[4, 4, 3, 2, 8, 3, 8, 8, 3, 24, 2, 4, 2, 4, 8, 8, 23, 8, 24, 8]",0
899,"[3, 8, 2, 24, 23, 23, 23, 23, 6, 6, 3, 23, 24, 3, 8, 23, 3, 2, 24, 3]",0
900,"[3, 23, 3, 6, 23, 6, 2, 4, 8, 2, 23, 3, 3, 6, 23, 24, 24, 6, 4, 6]",0
901,"[23, 8, 3, 4, 6, 8, 2, 24, 6, 6, 24, 3, 24, 6, 3, 3, 4, 2, 6, 23]",0
902,"[8, 6, 8, 3, 23, 24, 24, 24, 2, 4, 2, 3, 8, 8, 2, 23, 4, 6, 6, 23]",0
903,"[13, 5, 3, 13, 5, 18, 13, 14, 12, 12, 3, 2, 3, 5, 5, 18, 2, 11, 18, 14]",1
904,"[24, 3, 6, 8, 8, 24, 6, 3, 23, 23, 23, 6, 2, 23, 23, 23, 2, 3, 6, 24]",0
905,"[6, 4, 8, 8, 8, 8, 23, 6, 2, 4, 3, 4, 4, 4, 3, 8, 4, 8, 6, 4]",0
906,"[2, 3, 3, 2, 24, 2, 24, 24, 2, 4, 2, 6, 23, 8, 4, 24, 24, 23, 2, 8]",0
907,"[2, 8, 8, 3, 24, 2, 8, 2, 8, 2, 3, 3, 23, 8, 6, 24, 8, 23, 24, 23]",0
908,"[5, 12, 3, 11, 18, 3, 2, 12, 13, 11, 18, 2, 5, 3, 14, 2, 13, 13, 11, 13]",1
909,"[3, 8, 2, 6, 2, 6, 23, 23, 23, 24, 23, 24, 2, 2, 3, 3, 23, 2, 23, 24]",0
910,"[11, 11, 18, 3, 18, 12, 12, 14, 12, 5, 5, 5, 13, 2, 2, 13, 14, 12, 12, 5]",1
911,"[3, 3, 6, 6, 8, 23, 3, 6, 3, 8, 6, 23, 4, 2, 2, 4, 23, 4, 24, 2]",0
912,"[3, 3, 6, 2, 2, 23, 2, 3, 24, 4, 8, 3, 3, 4, 23, 24, 2, 3, 24, 24]",0
913,"[3, 11, 3, 11, 5, 2, 3, 11, 12, 13, 11, 5, 3, 14, 5, 12, 11, 11, 18, 14]",1
914,"[8, 8, 6, 23, 3, 6, 23, 3, 4, 8, 2, 24, 8, 4, 8, 6, 23, 8, 2, 8]",0
915,"[8, 4, 3, 8, 3, 8, 6, 6, 3, 23, 6, 3, 3, 24, 24, 4, 23, 8, 23, 6]",0
916,"[23, 24, 3, 6, 3, 24, 2, 23, 3, 2, 23, 24, 6, 23, 8, 24, 3, 6, 3, 8]",0
917,"[18, 13, 2, 12, 14, 13, 5, 5, 11, 5, 18, 11, 2, 2, 12, 11, 18, 14, 2, 12]",1
918,"[2, 24, 8, 2, 23, 8, 3, 3, 3, 24, 6, 6, 2, 2, 23, 23, 8, 6, 8, 24]",0
919,"[8, 4, 24, 6, 23, 3, 8, 2, 4, 2, 3, 6, 8, 8, 8, 2, 3, 6, 8, 4]",0
920,"[8, 2, 24, 3, 4, 4, 4, 6, 23, 8, 3, 6, 23, 23, 24, 2, 2, 23, 23, 6]",0
921,"[23, 3, 4, 24, 3, 24, 6, 8, 4, 8, 6, 2, 3, 8, 8, 3, 4, 8, 3, 3]",0
922,"[23, 2, 24, 23, 6, 23, 6, 6, 8, 2, 3, 4, 2, 8, 4, 3, 23, 24, 23, 8]",0
923,"[23, 4, 24, 24, 24, 8, 2, 3, 23, 23, 23, 23, 8, 6, 23, 2, 6, 2, 23, 3]",0
924,"[4, 4, 8, 8, 23, 2, 23, 6, 6, 3, 4, 3, 6, 4, 23, 6, 2, 23, 23, 6]",0
925,"[24, 8, 23, 8, 8, 6, 2, 24, 6, 6, 8, 2, 24, 3, 3, 2, 3, 23, 4, 6]",0
926,"[8, 2, 4, 24, 8, 2, 4, 4, 4, 6, 8, 8, 8, 3, 6, 4, 8, 23, 2, 6]",0
927,"[11, 12, 18, 12, 3, 5, 11, 3, 5, 12, 18, 11, 12, 18, 12, 14, 11, 14, 11, 2]",1
928,"[6, 4, 24, 23, 4, 6, 6, 23, 6, 3, 8, 3, 23, 3, 23, 6, 8, 3, 2, 6]",0
929,"[4, 8, 23, 8, 8, 24, 23, 2, 2, 23, 3, 23, 24, 8, 6, 2, 4, 4, 6, 3]",0
930,"[24, 8, 4, 23, 24, 4, 8, 2, 23, 3, 6, 3, 24, 4, 3, 2, 8, 6, 24, 3]",0
931,"[3, 4, 24, 3, 6, 8, 3, 8, 3, 4, 4, 3, 23, 4, 8, 8, 4, 8, 3, 6]",0
932,"[5, 12, 11, 3, 13, 13, 13, 12, 2, 18, 14, 14, 2, 3, 14, 5, 3, 11, 2, 11]",1
933,"[13, 3, 11, 11, 14, 11, 5, 14, 5, 2, 13, 3, 12, 14, 11, 12, 3, 18, 11, 11]",1
934,"[24, 2, 23, 8, 24, 8, 4, 4, 2, 24, 3, 23, 24, 24, 23, 23, 8, 3, 4, 23]",0
935,"[8, 24, 4, 8, 3, 6, 3, 8, 24, 6, 6, 8, 8, 23, 3, 6, 6, 3, 6, 4]",0
936,"[4, 24, 4, 24, 8, 4, 8, 4, 6, 6, 4, 2, 2, 2, 4, 4, 24, 23, 23, 23]",0
937,"[3, 11, 18, 12, 13, 2, 13, 5, 14, 12, 13, 13, 14, 18, 5, 2, 18, 14, 2, 5]",1
938,"[5, 12, 13, 13, 13, 3, 2, 12, 18, 12, 11, 14, 2, 2, 14, 5, 12, 3, 11, 11]",1
939,"[24, 8, 24, 4, 8, 3, 4, 4, 3, 2, 23, 6, 24, 4, 24, 3, 2, 4, 2, 4]",0
940,"[2, 11, 14, 12, 14, 11, 5, 14, 3, 5, 13, 18, 2, 3, 12, 5, 13, 2, 3, 3]",1
941,"[24, 2, 8, 2, 8, 4, 6, 2, 3, 2, 24, 4, 23, 3, 4, 6, 8, 24, 6, 8]",0
942,"[14, 14, 3, 5, 12, 14, 11, 11, 12, 14, 13, 14, 14, 2, 14, 12, 5, 2, 12, 3]",1
943,"[24, 23, 3, 4, 23, 23, 24, 4, 3, 24, 2, 2, 8, 6, 4, 8, 6, 23, 8, 2]",0
944,"[8, 2, 8, 2, 4, 6, 3, 23, 23, 24, 3, 24, 2, 4, 24, 24, 23, 3, 24, 2]",0
945,"[12, 14, 13, 13, 12, 3, 13, 13, 18, 5, 13, 14, 18, 5, 3, 3, 14, 2, 13, 3]",1
946,"[14, 18, 13, 14, 5, 12, 12, 3, 12, 11, 18, 5, 18, 12, 3, 11, 12, 2, 13, 2]",1
947,"[8, 6, 6, 2, 23, 4, 2, 24, 23, 4, 8, 6, 23, 6, 6, 4, 8, 24, 4, 24]",0
948,"[4, 3, 4, 24, 23, 6, 2, 6, 23, 4, 2, 2, 24, 3, 23, 23, 2, 4, 6, 4]",0
949,"[4, 4, 23, 6, 6, 8, 2, 24, 6, 24, 6, 2, 8, 3, 24, 6, 4, 8, 23, 2]",0
950,"[2, 8, 24, 3, 23, 23, 23, 2, 8, 8, 24, 24, 23, 24, 24, 4, 6, 24, 8, 24]",0
951,"[4, 4, 6, 8, 8, 23, 23, 8, 3, 6, 6, 24, 2, 4, 6, 24, 24, 23, 8, 6]",0
952,"[3, 3, 8, 8, 8, 2, 6, 23, 24, 23, 6, 3, 3, 23, 4, 24, 3, 4, 24, 3]",0
953,"[2, 3, 6, 8, 4, 23, 24, 3, 24, 6, 8, 6, 4, 3, 8, 24, 2, 8, 24, 23]",0
954,"[6, 2, 8, 2, 4, 2, 6, 2, 23, 23, 24, 23, 4, 3, 4, 24, 3, 6, 6, 24]",0
955,"[4, 24, 24, 4, 24, 6, 23, 2, 24, 23, 3, 3, 24, 3, 8, 3, 4, 8, 2, 6]",0
956,"[14, 14, 12, 5, 18, 13, 2, 11, 14, 3, 11, 2, 14, 18, 18, 11, 18, 14, 13, 13]",1
957,"[13, 2, 11, 18, 18, 5, 3, 18, 5, 13, 11, 11, 18, 14, 14, 3, 11, 14, 2, 18]",1
958,"[4, 8, 3, 2, 24, 2, 23, 3, 2, 24, 23, 3, 6, 4, 6, 23, 24, 3, 23, 24]",0
959,"[6, 24, 24, 23, 24, 3, 3, 23, 4, 3, 2, 3, 8, 23, 23, 8, 23, 4, 2, 2]",0
960,"[4, 24, 6, 24, 4, 6, 6, 6, 6, 24, 3, 24, 6, 2, 4, 4, 8, 8, 6, 6]",0
961,"[2, 11, 13, 3, 12, 18, 5, 3, 5, 12, 2, 3, 14, 14, 13, 2, 5, 14, 13, 3]",1
962,"[24, 3, 6, 4, 2, 2, 4, 6, 23, 3, 3, 4, 3, 2, 8, 4, 3, 8, 24, 24]",0
963,"[4, 8, 23, 8, 8, 2, 6, 8, 6, 4, 6, 6, 2, 8, 8, 24, 2, 3, 24, 8]",0
964,"[2, 24, 2, 3, 4, 8, 23, 2, 6, 24, 23, 2, 23, 4, 3, 3, 24, 24, 23, 23]",0
965,"[3, 2, 3, 24, 24, 4, 6, 3, 6, 3, 23, 4, 3, 8, 24, 4, 6, 4, 4, 6]",0
966,"[2, 11, 5, 12, 18, 14, 13, 14, 2, 3, 11, 2, 5, 14, 12, 12, 13, 5, 11, 18]",1
967,"[23, 2, 24, 6, 4, 4, 8, 6, 23, 6, 6, 8, 24, 24, 24, 2, 24, 23, 4, 23]",0
968,"[18, 12, 5, 5, 14, 14, 18, 13, 2, 12, 5, 12, 11, 12, 13, 3, 12, 3, 14, 3]",1
969,"[2, 2, 2, 24, 4, 8, 6, 8, 8, 4, 3, 24, 3, 3, 24, 23, 4, 6, 8, 4]",0
970,"[8, 2, 2, 23, 3, 8, 3, 4, 4, 8, 4, 2, 8, 24, 23, 23, 6, 8, 8, 6]",0
971,"[24, 6, 24, 23, 24, 2, 23, 2, 3, 24, 24, 24, 2, 23, 6, 23, 2, 4, 24, 8]",0
972,"[23, 2, 24, 8, 8, 6, 24, 6, 23, 4, 23, 3, 23, 24, 3, 4, 4, 24, 24, 23]",0
973,"[8, 24, 4, 24, 3, 8, 8, 3, 8, 24, 2, 6, 2, 4, 3, 23, 4, 24, 23, 4]",0
974,"[2, 8, 24, 24, 8, 4, 3, 6, 6, 8, 24, 3, 3, 2, 4, 4, 3, 6, 6, 24]",0
975,"[4, 2, 6, 24, 8, 8, 23, 6, 24, 23, 3, 24, 8, 3, 6, 2, 4, 8, 24, 6]",0
976,"[3, 24, 2, 4, 3, 6, 3, 8, 6, 2, 2, 8, 3, 4, 3, 4, 4, 23, 3, 3]",0
977,"[11, 14, 2, 11, 2, 3, 11, 14, 13, 5, 18, 18, 2, 11, 12, 14, 5, 3, 12, 2]",1
978,"[4, 3, 3, 23, 4, 2, 24, 23, 6, 3, 4, 2, 8, 6, 4, 3, 6, 23, 23, 3]",0
979,"[23, 24, 8, 3, 2, 23, 24, 3, 23, 8, 8, 2, 3, 2, 23, 24, 4, 8, 6, 6]",0
980,"[5, 3, 3, 5, 14, 12, 5, 14, 5, 2, 5, 12, 2, 12, 12, 5, 14, 5, 18, 18]",1
981,"[14, 11, 5, 12, 3, 13, 12, 5, 13, 14, 13, 13, 14, 18, 5, 18, 3, 12, 3, 11]",1
982,"[3, 4, 24, 8, 4, 3, 2, 6, 8, 2, 2, 4, 2, 2, 4, 4, 23, 23, 23, 6]",0
983,"[18, 3, 12, 11, 2, 13, 13, 2, 12, 2, 14, 12, 3, 5, 14, 14, 2, 5, 18, 2]",1
984,"[3, 4, 24, 23, 23, 24, 23, 3, 4, 2, 2, 23, 24, 3, 3, 23, 6, 8, 23, 4]",0
985,"[3, 6, 8, 2, 6, 6, 8, 23, 4, 6, 2, 2, 23, 2, 8, 23, 2, 2, 23, 24]",0
986,"[2, 24, 8, 23, 3, 6, 24, 4, 23, 23, 24, 6, 8, 8, 6, 8, 24, 4, 2, 8]",0
987,"[11, 2, 3, 2, 13, 13, 3, 13, 5, 5, 2, 14, 5, 14, 14, 14, 3, 12, 3, 2]",1
988,"[6, 2, 3, 6, 6, 3, 23, 24, 24, 6, 23, 6, 3, 6, 23, 2, 6, 6, 4, 2]",0
989,"[3, 23, 23, 23, 4, 8, 8, 8, 2, 23, 8, 4, 4, 3, 24, 4, 24, 8, 23, 3]",0
990,"[4, 3, 6, 2, 6, 6, 6, 4, 4, 3, 6, 8, 23, 3, 8, 23, 4, 24, 23, 2]",0
991,"[23, 2, 8, 4, 8, 6, 24, 3, 23, 6, 4, 6, 4, 2, 24, 4, 2, 23, 23, 23]",0
992,"[18, 11, 12, 14, 14, 18, 18, 13, 2, 14, 2, 5, 13, 18, 14, 14, 18, 12, 2, 5]",1
993,"[23, 23, 8, 24, 4, 24, 8, 6, 24, 6, 6, 4, 3, 23, 4, 3, 8, 4, 4, 3]",0
994,"[8, 3, 23, 24, 23, 4, 3, 2, 24, 4, 6, 8, 2, 24, 2, 4, 6, 23, 4, 2]",0
995,"[11, 13, 3, 12, 14, 11, 13, 3, 14, 14, 13, 5, 5, 3, 18, 11, 12, 2, 3, 2]",1
996,"[3, 8, 23, 8, 4, 23, 3, 6, 2, 4, 4, 8, 4, 8, 8, 24, 2, 24, 8, 23]",0
997,"[18, 2, 5, 3, 14, 3, 2, 5, 13, 14, 11, 18, 3, 13, 12, 18, 12, 14, 18, 14]",1
998,"[24, 8, 4, 2, 8, 8, 2, 6, 3, 6, 4, 23, 23, 24, 6, 8, 6, 6, 4, 24]",0
999,"[8, 6, 3, 8, 23, 3, 3, 23, 4, 2, 24, 4, 23, 6, 6, 23, 2, 6, 6, 8]",0
1000,"[3, 24, 6, 23, 23, 4, 23, 8, 4, 6, 8, 3, 2, 24, 24, 24, 2, 24, 3, 24]",0
1001,"[2, 8, 2, 24, 24, 3, 2, 6, 23, 23, 3, 24, 6, 23, 8, 6, 24, 24, 23, 4]",0
1002,"[11, 2, 18, 12, 11, 5, 12, 5, 13, 13, 5, 3, 11, 3, 14, 12, 14, 12, 11, 3]",1
1003,"[3, 3, 14, 2, 14, 11, 3, 14, 2, 11, 13, 12, 2, 14, 3, 18, 3, 13, 14, 14]",1
1004,"[3, 24, 4, 8, 3, 6, 2, 24, 23, 2, 2, 4, 2, 23, 6, 2, 2, 8, 24, 8]",0
1005,"[6, 8, 8, 6, 2, 4, 23, 2, 24, 23, 4, 23, 23, 3, 8, 24, 23, 8, 2, 24]",0
1006,"[12, 2, 12, 12, 12, 18, 11, 13, 12, 18, 18, 11, 3, 14, 13, 18, 14, 18, 3, 11]",1
1007,"[24, 24, 6, 2, 3, 4, 24, 3, 4, 23, 24, 2, 3, 2, 23, 6, 8, 6, 23, 6]",0
1008,"[13, 18, 14, 11, 13, 5, 11, 2, 13, 18, 12, 11, 12, 12, 11, 13, 5, 2, 2, 13]",1
1009,"[23, 8, 3, 23, 4, 3, 23, 3, 6, 23, 4, 24, 23, 24, 3, 6, 23, 24, 23, 4]",0
1010,"[24, 24, 8, 3, 23, 4, 3, 8, 24, 3, 6, 23, 3, 6, 4, 4, 23, 6, 24, 6]",0
1011,"[6, 3, 2, 8, 8, 24, 6, 3, 24, 4, 3, 3, 3, 3, 6, 3, 6, 8, 3, 6]",0
1012,"[2, 23, 4, 6, 8, 3, 23, 24, 3, 23, 8, 8, 23, 6, 3, 24, 6, 24, 2, 23]",0
